Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Negative,0.48,1541437843167494149,0.48039547,0.35202685,0.16757756,"se faire porter par la foule pendant un concert, ça s'appelle un slam. et au hellfest, il y a eu beaucoup, beaucoup, beaucoup de slams. mais au fait, ça vient d'où le slam  t.co/toymcrzuka",2022-06-27 15:06:34+00:00,85,17,7,55,6
Negative,0.77,1541379283825950721,0.7697726,0.14217763,0.08804974,"à la recherche d'un moyen pour faire face au stress au travail, de plus en plus de personnes prennent du lsd en micro dose. malgré son illégalité, le microdosing se répand. un phénomène qui préoccupe les médecins, voici pourquoi. en partenariat @avec_alan. t.co/z8kmp7w1mu",2022-06-27 11:13:53+00:00,154,39,2,108,5
Positive,0.483,1541116929640914948,0.06462633,0.45280322,0.48257038,"êtes-vous prêts  les séances exceptionnelles de salam, le film sur @melanie_diams, approchent. dernières places disponibles près de chez vous le 1er et 2 juillet : t.co/0f9mpve6mr t.co/ti4wvtkq6b",2022-06-26 17:51:23+00:00,158,29,9,117,3
Positive,0.449,1541050395421642752,0.20165958,0.34920675,0.44913375,"""le soir où je décide de tout arrêter, je croise @kevadamsss sur la route… le destin, quand c'est pour toi, c'est pour toi."" aujourd'hui, il est présent au marrakech du rire. @ilyesdjadeloff raconte à jason divengele comment une rencontre au hasard dans paris a tout changé. t.co/y5ja5uuh6d",2022-06-26 13:27:00+00:00,133,20,6,106,1
Negative,0.56,1540990500756459521,0.5596455,0.27235284,0.16800173,"dans cette zone du groenland, la cartographie n'est plus à jour... le recul d'immenses glaciers a fait apparaître les ""nunanutaat"", des nouvelles terres. l'explorateur nicolas dubreuil y était. il raconte. t.co/ym0iihn8uj",2022-06-26 09:29:00+00:00,531,165,5,351,10
Positive,0.787,1540946209053057024,0.05567964,0.15690015,0.7874202,"moine, mohawk, chirurgien... malgré la canicule, les festivaliers ont joué le jeu. voici les meilleurs looks du @hellfestopenair. t.co/c8aqscns9q",2022-06-26 06:33:00+00:00,71,9,1,57,4
Positive,0.72,1540719716502712321,0.078322284,0.20199347,0.71968424,"de la première drag queen au monde jusqu'au succès de l'émission culte rupaul's drag race... @thenickydoll, présentatrice de #dragracefrance, raconte les 5 moments qui ont marqué l'histoire du ""drag"". t.co/oldihap0d5",2022-06-25 15:33:00+00:00,161,35,4,121,1
Negative,0.813,1540705692331307009,0.8133174,0.13412794,0.052554674,"c'est l'un des quartiers les plus pauvres de france. 15 000 habitants vivent ici, dont 70 % sous le seuil de pauvreté. @camillecourcy est partie en immersion dans la zup sud de nîmes, découvrir le quartier à travers les yeux de ses habitants : t.co/csnr4aiphb t.co/bobsbws9py",2022-06-25 14:37:16+00:00,172,38,7,126,1
Neutral,0.596,1540582562497761280,0.20301601,0.59586567,0.20111825,"la première #marchedesfiertés en france, c'était il y a 45 ans, le 25 juin 1977. de 1977 à 1999 : retour sur les premières années de lutte du mouvement lgbtq+. #tbt t.co/7nxdv4zjkm",2022-06-25 06:28:00+00:00,590,176,3,395,16
Neutral,0.602,1540422724845191168,0.15206298,0.6018199,0.2461171,"💿 @taycofficiel, @sopranopsy4, @kalashcriminel, @jdoreofficiel, @kikesaoff, @petitbiscuit, olympe chabert, mc solaar. ils sont en featuring sur le dernier album de @bigfloetoli et ils ont des questions à leur poser. c'est l'interview featuring. t.co/xm9pnzcuzf",2022-06-24 19:52:51+00:00,65,6,2,56,1
Negative,0.956,1540405961025798144,0.9563243,0.029567402,0.014108325,"""c'est un triste jour pour le pays."" révocation du droit à l’avortement : le président américain joe biden réagit à la décision de la cour suprême. t.co/kucieio1f4",2022-06-24 18:46:15+00:00,746,187,15,521,23
Negative,0.891,1540403381981761536,0.89111173,0.06419208,0.044696238,"pour éviter les agressions sexuelles et les violences sexistes pendant le @hellfestopenair, 60 bénévoles patrouillent sur le site du festival, reliés à une application qui permet à tous les festivaliers de signaler un problème. brut a suivi la hellwatch pendant une journée. t.co/qkswuql6bb",2022-06-24 18:36:00+00:00,139,29,3,106,1
Positive,0.437,1540373251892953088,0.38714263,0.17536986,0.43748745,"c'est un retour en arrière sans précédent : la cour suprême des états-unis vient de révoquer le droit à l'avortement au niveau national, un droit qui était acquis depuis près de 50 ans. voici comment on en est arrivé là. t.co/vlvhniwmp0",2022-06-24 16:36:16+00:00,383,165,6,190,22
Negative,0.707,1540364638289788933,0.70749617,0.18086277,0.11164102,"la cour suprême des états-unis annule le droit à l’avortement. désormais, chaque état pourra décider de l’interdire ou non. t.co/aqzlnbwzqy",2022-06-24 16:02:03+00:00,160,61,9,70,20
Neutral,0.605,1540313016880824323,0.08492273,0.6048932,0.310184,"en allemagne, les footballeurs transgenres amateurs pourront désormais choisir de jouer en équipe féminine ou masculine. t.co/ybjhzej3kv",2022-06-24 12:36:55+00:00,102,11,18,59,14
Positive,0.491,1540271821114720257,0.33582985,0.1727721,0.4913981,"aux états-unis, alors que la cour suprême vient de conforter le droit du port d'arme hors du domicile, les profs eux, ont toujours la lourde responsabilité de protéger leurs élèves. barricades, cartables pare-balles, exercices… voici leur quotidien. t.co/w3h8bgeyql",2022-06-24 09:53:13+00:00,351,98,7,231,15
Negative,0.859,1540252890362789891,0.85882753,0.099285156,0.04188721,« j’ai été condamnée dans le cadre de signalements que j’avais effectué pour suspicion de maltraitance sur des enfants que je suivais. » la pédopsychiatre françoise fericelli témoigne dans notre podcast à écouter sur @spotifyfrance🎧: t.co/gdqkf6rcso avec @paradisomedia,2022-06-24 08:38:00+00:00,27,8,1,17,1
Negative,0.876,1540208850036482050,0.8764384,0.078098334,0.04546341,"""des états doivent payer des milliards à des compagnies pétrolières…"" ça, c'est à cause du traité sur la charte de l'énergie. alors 5 jeunes européens ont décidé de porter plainte contre 12 états européens signataires de cet accord, dont la france. voici pourquoi. t.co/rkoskdy3eq",2022-06-24 05:43:00+00:00,282,96,2,174,10
Positive,0.703,1540042559887745030,0.09647969,0.20035611,0.70316416,"il aime tellement new york qu'il a décidé de mettre à l'honneur les personnages uniques de sa ville sur les réseaux. il leur a même consacré un film, ""out of order"", présenté au festival de @tribeca. brut a passé un après-midi avec @newyorknico. #tribeca2022 t.co/z7gzqdnnoz",2022-06-23 18:42:13+00:00,121,18,3,98,2
Negative,0.839,1540019578209800194,0.83948904,0.119466305,0.041044727,"les piqûres sèment la terreur dans les bars et boîtes. on compte déjà plus de 1000 plaintes en france… mais que contiennent-elles  @envoyespecial a enquêté. l'enquête ""ghb : la peur du samedi soir"" sera diffusée ce jeudi 23 juin à 21h10 sur @france2tv : t.co/pbttuuggxa t.co/a0gaptwu3r",2022-06-23 17:10:54+00:00,101,37,2,61,1
Neutral,0.575,1540005640697008128,0.13295482,0.5746996,0.2923457,"ce soir à 19h dans ciné-club, @remybuisine reçoit la réalisatrice @laurielaaa sur t.co/49eachi9pn pour parler de la sortie du film boum boum. télécharger l'appli : t.co/dqzlhvmtty t.co/hj3nvommks",2022-06-23 16:15:31+00:00,6,0,0,5,1
Positive,0.761,1539993682383888384,0.052055087,0.1873947,0.7605502,"brut a passé une nuit au camping du @hellfestopenair. après les concerts, les festivaliers y organisent les meilleures contre-soirées, et notamment le ""brutal caddie"". t.co/bdgyelhppi",2022-06-23 15:28:00+00:00,279,44,5,222,8
Negative,0.905,1539945420301926400,0.90545815,0.07923449,0.015307507,"des manifestants bloquent quito, la capitale de l’équateur, depuis plusieurs jours. voici ce qu’il se passe. t.co/nw4n8qseet",2022-06-23 12:16:13+00:00,138,44,2,90,2
Negative,0.803,1539917619716923392,0.8030416,0.12207391,0.07488439,"c'est l'histoire d'un ancien guérillero devenu président. durant sa carrière il a été torturé, emprisonné, destitué, rétabli jusqu'à devenir le premier président colombien de gauche, synonyme de renouveau dans un pays en crise. voici le portrait de gustavo petro. t.co/bzgpzuj1jg",2022-06-23 10:25:45+00:00,139,27,1,107,4
Positive,0.775,1539843694207148032,0.11708766,0.1076008,0.77531147,ça paraît insensé de souhaiter l'anniversaire d'un homme éternel mais on le fait quand même... bon anniversaire zizou ! t.co/4bwmyaryl5,2022-06-23 05:32:00+00:00,378,72,6,297,3
Positive,0.569,1539685926900834307,0.18388426,0.24730153,0.56881416,"""j’entends la volonté de changement que le pays a clairement exprimé."" voici ce qu’il faut retenir du discours d’emmanuel macron après les législatives. t.co/axkalsir8w",2022-06-22 19:05:05+00:00,62,3,26,29,4
Neutral,0.629,1539679427000504320,0.14554216,0.6290462,0.2254116,"comment ça se passe un long trajet en véhicule électrique  itinéraire, recharge, coût... on a essayé de faire le trajet montpellierlyon avec antoine. avec @vinciautoroutes t.co/vdmtrhoimt",2022-06-22 18:39:15+00:00,66,10,15,33,8
Neutral,0.523,1539669698438017026,0.32875773,0.5230846,0.14815775,🔴 directallocution d'emmanuel macron après les élections législatives t.co/bglyrb63er,2022-06-22 18:00:36+00:00,19,5,3,9,2
Negative,0.934,1539662665353764864,0.934325,0.049335357,0.016339565,"""je me sens perdue car il y a quelques jours, j'étais sous les bombardements."" anna est ukrainienne. deux semaines après le début de la guerre, elle a quitté son pays. après 5 jours de voyage, elle est arrivée à paris. et son premier jour en france, voici comment elle l'a vécu. t.co/rrkxzbcmkf",2022-06-22 17:32:39+00:00,223,30,10,179,4
Positive,0.44,1539646742261649408,0.14461692,0.41528118,0.4401019,"de vivaldi à aya nakamura, il réinterprète tous types de musiques avec sa derbouka, un instrument de percussion traditionnel. aujourd'hui, mehdi collabore avec des artistes pour créer des instrus. brut l'a rencontré dans son studio. t.co/q9ywy4k3ij",2022-06-22 16:29:23+00:00,125,23,0,98,4
Negative,0.958,1539627692261343233,0.95824647,0.028123511,0.013629946,"au moins un millier de personnes ont été tuées dans un séisme de magnitude 5,9 au sud-est de l’afghanistan. ce bilan provisoire pourrait encore s’alourdir. t.co/13ebzxwbnz",2022-06-22 15:13:41+00:00,86,28,3,52,3
Neutral,0.469,1539560174964326401,0.2796237,0.4692498,0.25112653,"c'est un tube de 1985 qu'une nouvelle génération redécouvre grâce à la série stranger things. mais au fait, c'est qui kate bush, l'interprète de ""running up that hill""  t.co/o6olnuyzd4",2022-06-22 10:45:24+00:00,205,29,8,159,9
Negative,0.901,1539557420300738561,0.9007768,0.062081788,0.03714136,"ils portent plainte contre la charte de l'énergie, un traité international signé par la france qu'ils jugent trop protecteur pour les énergies fossiles. 👉 venez en parler avec @camilleetienne_ sur brut live : t.co/hccfv7e4bk t.co/zspthlrby5",2022-06-22 10:34:27+00:00,95,24,1,70,0
Negative,0.97,1539482061274243073,0.97004336,0.020728659,0.009228145,"plus de 60 000 koalas ont été tués, blessés ou affectés par les mégafeux en australie… 2 ans après, le koala reste une espèce menacée. voici pourquoi. 🐨 t.co/uex5k8itec",2022-06-22 05:35:00+00:00,181,55,0,123,3
Positive,0.829,1539307144129826818,0.027583104,0.14390966,0.82850724,"6 ans après son dernier album, beyoncé revient ! voici l'extraordinaire histoire de queen b. 👸 t.co/xg7fe6bypq",2022-06-21 17:59:56+00:00,612,142,10,453,7
Neutral,0.445,1539288921271635971,0.15390904,0.44459105,0.40149993,"quand les français descendaient dans la rue pour la première fête de la musique. c'était il y a 40 ans déjà… #tbt et vous, c'était quoi votre meilleure fête de la musique  t.co/fcr5y6myqg",2022-06-21 16:47:32+00:00,108,21,5,76,6
Positive,0.685,1539268812243095554,0.059552696,0.2555172,0.6849301,"""je t'accompagne pour que ça soit carré."" chloé est une avocate un peu particulière. mandataire d'artistes, elle les aide dans la gestion de leur carrière et les négociations des contrats. du cabinet au studio du rappeur solda à marseille, brut l'a suivie. avec @cnbarreaux t.co/5xpeli6bzy",2022-06-21 15:27:37+00:00,33,4,1,28,0
Positive,0.482,1539253369415647234,0.13258435,0.38503233,0.4823834,"dmitri mouratov, journaliste russe, vend son prix nobel de la paix 103,5 millions d’euros pour aider l’ukraine. t.co/as90zp0lxp",2022-06-21 14:26:15+00:00,433,80,12,335,6
Negative,0.932,1539241524365561856,0.93152857,0.04194073,0.026530694,"cafards, punaises de lits, coupures d'électricité... ce centre d’accueil à sartrouville héberge des demandeurs d'asile. nadège y est résidente et alerte sur l'insalubrité du lieu. brut a enquêté. t.co/byrilgsqb4",2022-06-21 13:39:11+00:00,587,263,16,270,38
Neutral,0.635,1539201620281634818,0.10378956,0.6347238,0.26148665,voici les 10 prénoms les plus donnés aux filles en france en 2021 selon l’insee. t.co/slj9f25ce4,2022-06-21 11:00:37+00:00,89,5,10,60,14
Positive,0.425,1539194372247412736,0.19225554,0.38240933,0.42533505,"christian le jallé, à la tête de l’unité uac3, enquête sur les “cold cases”. pour défense de filmer, il a accepté de façon inédite que @mariondub et @t_khaldi suivent son travail et celui de ses équipes. 🎧 la 1re partie à écouter sur @spotifyfrance : t.co/bqpzcufkml t.co/drz5e0vbmc",2022-06-21 10:31:49+00:00,13,3,0,10,0
Negative,0.637,1539127474763735040,0.6374805,0.1737214,0.1887981,"""si j'avais pu aller dans un tel lieu, je me serais peut-être sentie moins seule."" à l'occasion du festival de @tribeca, brut a visité le lgbtq+ vr museum, un endroit qui raconte ""des histoires ordinaires et extraordinaires qui auraient pu être ignorées"". #tribeca2022 t.co/j66undf1vp",2022-06-21 06:06:00+00:00,26,2,3,21,0
Negative,0.877,1538975822782013441,0.8772439,0.07100806,0.051748022,"arrivé en france à 15 ans, cuisinier dans un restaurant de besançon, mamadou vient de recevoir une obligation de quitter le territoire. et pour ses employeurs, c'est impensable. alors avec l'association @patron_ne, ils ont décidé de se battre pour qu'il puisse rester. t.co/phgwmpdvap",2022-06-20 20:03:23+00:00,2024,625,45,1287,67
Positive,0.404,1538963701621047299,0.21334329,0.3823865,0.40427005,on va davantage entendre marine le pen à l'assemblée nationale. voici pourquoi. t.co/zd02n0ic1g,2022-06-20 19:15:13+00:00,48,6,7,32,3
Positive,0.473,1538908511366676480,0.28665492,0.24009678,0.47324836,"cette académie recrute des jeunes sur instagram en leur promettant qu'ils deviendront riches grâce à la cryptomonnaie. une promesse qui cache un système pyramidal international qui compte des victimes en france. 8 responsables ont déjà été arrêtés, @brut_es a enquêté. t.co/bgvdu19lfd",2022-06-20 15:35:55+00:00,1259,391,29,723,116
Negative,0.873,1538890454539943939,0.8729705,0.08342959,0.043600004,"quand on prend en compte l’abstention, les votes blancs et nuls, les résultats du second tour des législatives changent. t.co/gc9e2kxiqu",2022-06-20 14:24:10+00:00,1060,308,24,697,31
Positive,0.639,1538872433507241984,0.081789546,0.27884823,0.63936216,le rassemblement national de marine le pen a réalisé un score historique aux élections législatives. t.co/camsiwgeqt,2022-06-20 13:12:33+00:00,234,67,10,140,17
Negative,0.679,1538836210851926016,0.678913,0.27972597,0.041361026,"emmanuel macron n'a plus qu'une majorité relative à l'assemblée nationale. la dernière fois, c'était en 1988 sous françois mitterand... #tbt t.co/xmzgbsckt4",2022-06-20 10:48:37+00:00,157,39,13,87,18
Negative,0.412,1538771630012260352,0.41242284,0.25543803,0.3321391,un kévin a-t-il autant de chance de réussir dans la vie qu'un gaspard  notre journaliste mina soundiram s'est demandé ce que notre prénom disait de nous et s'il conditionnait notre avenir. t.co/y9eiqzhdpy,2022-06-20 06:32:00+00:00,353,57,12,258,26
Negative,0.772,1538645872300498944,0.77166224,0.15814097,0.07019676,"christophe castaner, richard ferrand, et 3 membres du gouvernement (brigitte bourguignon, amélie de montchalin, justine benin) vaincus au second tour des législatives. t.co/d0mybspzru",2022-06-19 22:12:17+00:00,148,36,8,102,2
Negative,0.405,1538637260337324033,0.40540826,0.29634982,0.29824182,"""jamais l’assemblée nationale n’a connu une telle configuration sous la 5e république"" : le discours de la première ministre élisabeth borne après le second tour des #legislatives2022 t.co/o7dxnicvs8",2022-06-19 21:38:04+00:00,53,9,18,19,7
Negative,0.946,1538614680993808387,0.945533,0.03823419,0.016232777,"""la déroute du parti présidentiel est totale"" : le discours de jean-luc mélenchon après le second tour des élections #legislatives2022 t.co/sdqsuxflsl",2022-06-19 20:08:20+00:00,205,39,21,141,4
Neutral,0.404,1538608353559052288,0.26658034,0.40404445,0.32937527,"""l’assemblée devient un peu plus nationale"" : le discours de marine le pen après le second tour des élections #legislatives2022 t.co/ddur6kot7c",2022-06-19 19:43:12+00:00,45,4,8,28,5
Neutral,0.822,1538580410770259971,0.05727543,0.8222658,0.120458655,🔴 directélections #legislatives2022 : estimations des résultats du second tour en direct dès 20h t.co/g7nkszdvkl,2022-06-19 17:52:10+00:00,58,21,1,31,5
Negative,0.534,1538547313781755906,0.53363806,0.4103754,0.0559865,voici le taux d’abstention à 17h au second tour des #legislatives2022 t.co/bjfjqmasms,2022-06-19 15:40:39+00:00,51,14,2,26,9
Positive,0.591,1538531044714070016,0.13515961,0.27347484,0.5913655,"sauvé par un pasteur et par le film ""2001, l'odyssée de l'espace"", il est devenu un monument historique de new york. voici l'histoire du united palace, théâtre qui accueille le festival de @tribeca. #tribeca2022 t.co/lcstqwpp23",2022-06-19 14:36:00+00:00,30,3,0,27,0
Positive,0.877,1538455295642415104,0.04535527,0.077714056,0.8769306,"""toute ma carrière m'a amenée à ce film."" une veuve de 55 ans qui veut connaître l'orgasme pour la 1re fois : c'est le personnage qu'incarne emma thompson dans ""good luck to you, leo grande"". et pour elle, c'est peut-être le rôle le plus important de sa carrière. #tribeca2022 t.co/eo4ekuyic6",2022-06-19 09:35:00+00:00,186,37,1,143,5
Negative,0.55,1538409242171875329,0.5504451,0.25533682,0.19421805,"""je fumais 10, 12 joints toute seule par jour."" depuis quelques jours, des influenceurs parlent de leur addiction au cannabis sur tiktok. provence, 20 ans, en fait partie. ancienne consommatrice, elle témoigne. t.co/zhkl9cdxze",2022-06-19 06:32:00+00:00,458,94,63,259,42
Negative,0.928,1538190300186824706,0.928152,0.04455917,0.027288828,"à 17 ans, amélie est atteinte d'une étrange maladie qui lui vieillit le visage : la cutis laxa. et elle préfère en rigoler qu'en pleurer. elle raconte. t.co/ibb5btzttw",2022-06-18 16:02:00+00:00,629,133,18,445,33
Positive,0.548,1538045595943899136,0.25300524,0.19891472,0.5480801,"éviter les promenades sur le bitume, humidifier ses croquettes, ne pas hésiter à le rafraîchir… 7 conseils de la fondation 30 millions d'amis pour préserver son chien de la chaleur. t.co/xh4gxlemnh",2022-06-18 06:27:00+00:00,569,185,11,363,10
Negative,0.902,1537873461871202304,0.9023153,0.05831021,0.039374497,"face à la chaleur, les sans-abri sont particulièrement exposés. infirmières au samu social, océane et justine font des maraudes pour les aider pendant la canicule. brut les a suivies. t.co/p0pbo06scl",2022-06-17 19:03:00+00:00,745,216,11,501,17
Positive,0.634,1537851792444235777,0.13527545,0.23067969,0.6340448,6 trucs un peu dingues qu'on a testés au salon @vivatech de l'innovation technologique et des start-up. t.co/wkic2b2jgy,2022-06-17 17:36:53+00:00,66,9,6,47,4
Negative,0.624,1537819328774537217,0.6244522,0.21356347,0.16198431,"""moi, je pense à la mort pour mieux vivre."" l'acteur jean-louis trintignant est mort à l'âge de 91 ans. et la mort, pour lui, c'était une obsession. voici comment il en parlait. t.co/5joymvpqoj",2022-06-17 15:27:53+00:00,1351,339,35,921,56
Neutral,0.42,1537783975942443008,0.2785253,0.41956064,0.30191416,"booba, squeezie, antoine daniel, les daft punk… @kronomuzik, @pandrezz et @renardyt, les auteurs de #zzccmxtp, disent ce qu'ils en pensent vraiment : ➡️ t.co/rivuhqso67 t.co/pnk815d0eh",2022-06-17 13:07:25+00:00,684,57,5,619,3
Neutral,0.532,1537757927578157056,0.04433645,0.5319844,0.4236792,"découvrez enfin salam, le film sur @melanie_diams, le 1er et 2 juillet dans toute la france. réservez vos places pour les séances près de chez vous : t.co/nyiiza3bjl t.co/pmopuaqoka",2022-06-17 11:23:54+00:00,150,22,31,92,5
Negative,0.697,1537738550980104192,0.6970087,0.1838149,0.11917643,"c'est l'histoire d'un couple qui a dévalisé 56 banques en moins de 10 ans. c'est l'histoire de carol et johnny. aujourd'hui libre, carol raconte comment la peur de son mari l'a amenée à devenir sa complice. le documentaire carol &amp; johnny est présenté au festival de #tribeca2022 t.co/h3nymbcq6g",2022-06-17 10:06:55+00:00,75,13,1,61,0
Neutral,0.693,1537731336768741376,0.06289961,0.69315314,0.24394721,quand la météo prévue pour août 2050 devient réalité… en juin 2022. t.co/wivtapap0h,2022-06-17 09:38:15+00:00,855,268,18,539,30
Neutral,0.701,1537715420605521920,0.07035402,0.70056343,0.22908261,"avant, pour contacter ses proches, on utilisait le téléphone fixe, des lettres et… le bipeur. on revient sur l’ancêtre du sms dans notre podcast à écouter sur @spotifyfrance 🎧 : t.co/bo4idanjgg avec @paradisomedia",2022-06-17 08:35:00+00:00,10,3,0,7,0
Negative,0.961,1537681194820767747,0.9614302,0.027266586,0.011303335,"les règles hémorragiques empoisonnent la vie de nombreuses femmes. reportage en immersion à l'hôpital de la croix-rousse à lyon, la seule structure en france où on les soigne. t.co/d9p1yzyiql",2022-06-17 06:19:00+00:00,175,42,4,121,8
Negative,0.529,1537507601562353671,0.52851176,0.2599756,0.21151264,"c'est un record : mcdonald's va payer 1,25 milliard d'euros d'amende au fisc français. voici pourquoi. 🍔 t.co/xwwqiofpx1",2022-06-16 18:49:12+00:00,168,46,7,111,4
Positive,0.747,1537479868685885442,0.08040423,0.17265213,0.74694353,"une ville plus verte, c'est une ville plus fraîche. et à angers, on l'a bien compris. 5 solutions végétales pour rafraîchir une ville. t.co/boxxo8wj7q",2022-06-16 16:59:00+00:00,318,83,3,215,17
Neutral,0.459,1537476588597657601,0.34949866,0.4590924,0.19140895,voici ce qu’il fallait retenir du discours d’emmanuel macron à kyiv en ukraine. t.co/pfih08zjgl,2022-06-16 16:45:58+00:00,36,4,7,24,1
Negative,0.639,1537385341954297856,0.63875586,0.21471642,0.14652784,"elles avaient 8 ans quand elles ont survécu à la tuerie de l'école primaire sandy hook. aujourd'hui à 18 ans, elles se battent pour mettre fin aux fusillades. à washington dc, @brutamerica a rencontré maggie et camille. t.co/ar0a3pcwtp",2022-06-16 10:43:23+00:00,106,20,1,85,0
Negative,0.617,1537319058546343937,0.6169388,0.33079854,0.052262753,"il a 16 ans, et depuis ses 6 ans, il est paralysé des yeux. jean-michel raconte. t.co/0j2a8nzvaf",2022-06-16 06:20:00+00:00,181,49,6,123,3
Neutral,0.448,1537151585586929664,0.26331502,0.44776127,0.28892362,"""les réalisatrices de cinéma, elles sont 27 %. dans l'animation, elles sont 12 %. les compositrices, elles sont moins de 3 %."" brut a rencontré julie gayet à l'occasion du festival sœurs jumelles qui vise à mettre en avant les femmes dans les milieux de l'image et de la musique. t.co/x23tylhguc",2022-06-15 19:14:31+00:00,71,20,0,50,1
Negative,0.46,1537143119635947520,0.45950285,0.4562839,0.0842132,"à quoi ça sert, un député  la réponse des passants en 1993 dans les rues de montpellier… t.co/uytzj1fsss",2022-06-15 18:40:53+00:00,75,13,6,52,4
Negative,0.765,1537136394400833536,0.7646072,0.13570954,0.09968331,"""le 6 janvier a été le point culminant d'une tentative de coup d'état."" du refus de donald trump de reconnaître sa défaite à l'assaut du capitole par ses partisans, l'enquête avance. et les conseillers de l'ancien président des états-unis commencent à parler, sans l'épargner… t.co/zp4ugkfx5c",2022-06-15 18:14:09+00:00,163,39,3,118,3
Neutral,0.596,1537118302442606598,0.18718527,0.5958569,0.21695788,"à 20h sur t.co/49eachi9pn, @camilleetienne_ nous parle de l'exploitation des fonds marins et de comment le gouvernement se la joue ""don't look up""… téléchargez l'appli ➡️ t.co/u2b3dozbh6 t.co/tmxnofqbnq",2022-06-15 17:02:16+00:00,15,4,0,11,0
Negative,0.461,1537086643928281089,0.46115535,0.30410773,0.23473687,"""je jouais devant un public de 5 à 15 personnes, donc s'ils étaient 4, ça ne changeait pas grand-chose."" brut a rencontré @steveaoki au festival de @tribeca. il raconte les galères qu'il a connues avant d'en arriver là où il est aujourd'hui. t.co/ajkblqsqeb",2022-06-15 14:56:28+00:00,26,4,1,21,0
Neutral,0.725,1537078765418950656,0.08216708,0.7250807,0.19275221,5 ans à l'assemblée nationale en 3 minutes. t.co/gltqab0vqk,2022-06-15 14:25:09+00:00,61,6,2,51,2
Negative,0.782,1537058874116780032,0.781907,0.12605129,0.092041634,nam-joon le leader de @bts_twt en larmes devant les autres membres à l’annonce de la pause du groupe. t.co/6tvogfhs2z,2022-06-15 13:06:07+00:00,57,7,1,46,3
Positive,0.44,1537051579357986818,0.12490419,0.4353447,0.43975106,"à votre avis, quelles paroles de chanson pourraient faire un bon sujet de bac de philo  #bac2022 👇",2022-06-15 12:37:08+00:00,173,4,100,30,39
Neutral,0.783,1537024111892889605,0.08367918,0.78327125,0.13304959,"et vous, quel sujet auriez-vous pris pour ce bac de philosophie  t.co/wzblrhjct7",2022-06-15 10:47:59+00:00,97,16,6,61,14
Positive,0.432,1537006188478472192,0.14711887,0.42099977,0.43188143,"bientôt le jour j. salam, le film documentaire sur @melanie_diams, sortira en salles pour des séances évènement le 1er et le 2 juillet. inscrivez-vous pour ne pas manquer l’ouverture de la billetterie : t.co/w2ar39g4pq t.co/qbly4cual7",2022-06-15 09:36:46+00:00,39,3,4,29,3
Negative,0.473,1536998749318352901,0.47328833,0.3746255,0.15208611,"""je connais un mec au bac de philo, à la question 'qu'est-ce que l'audace ', il a écrit 'c'est ça.' et il a eu 20/20."" cet élève, il n'a jamais existé. @thomassnegaroff raconte l'histoire de cette rumeur, et pourquoi elle revient chaque année au moment du bac… t.co/qe5bqrofsg",2022-06-15 09:07:12+00:00,242,57,9,170,6
Neutral,0.599,1536958432464343041,0.20866826,0.5994826,0.19184913,"hips don't lie… et elle non plus. toute la vérité sur shakira, par shakira. (via @brut_es) t.co/hemyuocgvx",2022-06-15 06:27:00+00:00,170,27,3,135,5
Negative,0.82,1536798688999260161,0.82003015,0.118116505,0.061853293,"ils sont demandeurs d'asile syriens, irakiens, afghans, et le gouvernement de boris johnson s'apprête à les expulser par avion… au rwanda. pendant ce temps-là, au royaume-uni… t.co/86lknyjzlc",2022-06-14 19:52:14+00:00,219,78,5,127,9
Negative,0.685,1536778152088948737,0.6845145,0.14824186,0.16724364,24 activistes ont mené une action coup de poing pour empêcher le plus grand paquebot de croisière du monde d'entrer dans le port de marseille. brut y était. t.co/ekp6m7z1of,2022-06-14 18:30:38+00:00,457,108,17,319,13
Negative,0.489,1536777596788215808,0.48938802,0.30900773,0.20160423,"la masculinité toxique, c'est le thème central du film men. et pour son actrice principale jessie buckley, voici pourquoi il faut en parler… t.co/j7addniijl",2022-06-14 18:28:25+00:00,83,21,2,54,6
Neutral,0.451,1536754440493060101,0.34684017,0.45098308,0.20217669,"dans walls chaque semaine sur t.co/49eachi9pn, @kheladisara parle des murs qui divisent le monde avec ceux qui les subissent. l'épisode 2 : la dmz coréenne, c'est ce soir à 20h. téléchargez l'appli ➡️ t.co/9rtvvaxrv1 t.co/wq88v1mre3",2022-06-14 16:56:24+00:00,9,1,0,8,0
Neutral,0.55,1536739046176837633,0.19061093,0.54976815,0.25962102,"dans ce 4e épisode de ""c'est quoi ce doc "", @charlesvillaa nous parle de l’importance des fixers dans son travail. il sera accompagné des reporters @samforey et @laurencegeai. rendez-vous à 19h sur t.co/49eachi9pn. téléchargez l'appli ➡️ t.co/tylmvted1i t.co/2njvwo2qye",2022-06-14 15:55:14+00:00,6,0,0,6,0
Negative,0.906,1536728058291421184,0.90641916,0.07797899,0.015601653,"le film ""buzz l’éclair"" a été interdit dans plusieurs pays. voici pourquoi. t.co/ustrggqyln",2022-06-14 15:11:34+00:00,94,20,8,57,9
