Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Negative,0.864,1323378271736729614,0.86443883,0.109857686,0.025703441,"wir, franzosen, teilen den schock und die trauer von der österreicher nach einer angriff in wien. nach frankreich ist es ein befreundetes land, das angegriffen wird. dies ist unser europa. unsere feinde müssen wissen, mit wem sie es zu tun haben. wir werden nichts nachgeben.",2020-11-02 21:35:41+00:00,62308,7749,3116,49347,2096
Negative,0.939,1323377577969487872,0.9388739,0.036560368,0.024565648,"nous, français, partageons le choc et la peine du peuple autrichien frappé ce soir par un attentat au cœur de sa capitale, vienne. après la france, c’est un pays ami qui est attaqué. c’est notre europe. nos ennemis doivent savoir à qui ils ont affaire. nous ne céderons rien.",2020-11-02 21:32:56+00:00,69666,8789,3598,55537,1742
Negative,0.829,1322633965061181440,0.8291565,0.14901632,0.021827055,المتطرفون يُعَلِّمون انه لا يجب احترام فرنسا. هم يُعَلِّمون ان النساء لسن متساويات مع الرجال، وأن البنات الصغيرات لا يجب ان يكون لهن نفس حقوق الصبيان الصغار. اقولها لكم بكل وضوح: ليس في بلدنا. t.co/j25j8iw2p8,2020-10-31 20:18:05+00:00,17409,1293,5800,9103,1213
Negative,0.912,1322628214058029064,0.9116095,0.060696486,0.02769407,رأيت العديد من الأشخاص في الأيام الأخيرة يقولون أشياء غير مقبولة عن فرنسا، ويؤيدون جميع الأكاذيب التي قيلت بحقّنا وبحقّ ما قلته، ويتواطؤون ضمنياً مع الأسوأ.,2020-10-31 19:55:14+00:00,13314,716,3654,8106,838
Negative,0.533,1322609769795014657,0.5328133,0.23879242,0.22839433,la laïcité n’a jamais tué personne.,2020-10-31 18:41:56+00:00,108104,12943,10855,74705,9601
Negative,0.845,1322604511073083394,0.8448018,0.08574296,0.06945519,"des extrémistes enseignent qu'il ne faut pas respecter la france. ils enseignent que les femmes ne sont pas l'égal des hommes, que les petites filles ne doivent pas avoir les mêmes droits que les petits garçons. je vous le dis très clairement : pas chez nous. t.co/irq7yqowgq",2020-10-31 18:21:02+00:00,41249,6341,2711,30048,2149
Negative,0.841,1322601014525046784,0.84051055,0.09045027,0.069039226,"j'ai vu trop de mensonges, je veux être clair : ce que nous sommes en train de faire en france, c'est combattre le terrorisme qui est fait au nom de l'islam, pas l'islam. il a coûté la vie à plus de 300 de nos concitoyens ! t.co/w6n8ejqcrm",2020-10-31 18:07:09+00:00,19827,2646,2079,14234,868
Negative,0.94,1322599502767902721,0.9398075,0.03132216,0.028870245,"j'ai vu trop de gens ces derniers jours dire des choses inacceptables sur la france, corroborer tous les mensonges qui étaient dits sur nous, sur ce que j'avais pu dire, et être les complices tacites du pire.",2020-10-31 18:01:08+00:00,26226,2182,2258,21101,685
Negative,0.846,1322584778630144003,0.84645414,0.07939333,0.07415247,"je n'accepterai jamais qu'on puisse justifier la violence. nos libertés, nos droits, je considère que c'est notre vocation de les protéger. t.co/fp3hvpkaql",2020-10-31 17:02:38+00:00,18439,2481,1872,13332,754
Negative,0.464,1321855020548165632,0.46438363,0.2020789,0.3335374,c’est la france qui est attaquée. j'ai donc décidé que nos militaires seront dans les prochaines heures davantage mobilisés. nous passerons dans le cadre de l'opération sentinelle de 3 000 à 7 000 militaires.,2020-10-29 16:42:50+00:00,19489,1654,1964,15381,490
Negative,0.935,1321852833734578179,0.9346998,0.034302708,0.03099763,"niçoises, niçois, c’est la troisième fois que le terrorisme islamiste frappe votre ville, ses habitants. je sais le choc que vous ressentez, avec vous tout le pays, et je le crois, le monde entier. ne cédons à aucun esprit de terreur.",2020-10-29 16:34:09+00:00,23836,1949,2984,18243,660
Negative,0.875,1321822859614777344,0.8745622,0.10514974,0.020288065,déclaration après l’attaque terroriste de nice. t.co/9umvpyldf7,2020-10-29 14:35:02+00:00,22284,2947,4158,14415,764
Negative,0.591,1321546352522907651,0.59117645,0.32242486,0.08639863,"je ne crois pas à l’opposition entre santé et économie. pour nous, rien n’est plus important que la vie humaine. t.co/ku32sj1fn4",2020-10-28 20:16:18+00:00,7224,681,1248,4885,410
Negative,0.584,1321543720848789504,0.5838949,0.13223329,0.28387177,"il nous faut protéger nos soignants. à l'hôpital, dans les structures médico-sociales comme en ville, ils font face, malgré la fatigue, à cette montée soudaine des urgences. prenons toutes les précautions, pour eux.",2020-10-28 20:05:50+00:00,7373,647,1025,5495,206
Negative,0.928,1321540800937865222,0.92755854,0.04687784,0.025563464,"perte d’odorat, perte de goût, difficultés respiratoires : contracter le covid-19 n’est jamais anodin, même lorsqu’on a 20 ans.",2020-10-28 19:54:14+00:00,16364,1513,1549,12346,956
Negative,0.396,1321539068270940162,0.39644778,0.36563018,0.23792206,il nous faut protéger les plus jeunes. t.co/am5ft6pdgd,2020-10-28 19:47:21+00:00,12734,817,2204,6715,2998
Negative,0.945,1321535242545647616,0.9445358,0.039336827,0.016127326,"jamais la france ne laissera mourir des centaines de milliers de ses concitoyens, ce ne sont pas nos valeurs.",2020-10-28 19:32:09+00:00,35737,2765,3946,26768,2258
Negative,0.926,1321534140915875841,0.9262686,0.050211493,0.02351981,"il nous faut protéger les plus âgés, les plus fragiles, celles et ceux qui, atteint de diabète, d’obésité, de maladies chroniques sont les premières victimes du covid-19. t.co/onrvfovm9b",2020-10-28 19:27:46+00:00,5434,548,977,3605,304
Negative,0.837,1321529123278331905,0.8372629,0.08991048,0.07282659,"le virus circule en france à une vitesse que même les prévisions les plus pessimistes n'avaient pas anticipée. à la différence de la première vague, l'ensemble des régions se trouve aujourd'hui au seuil d’alerte. t.co/rtbw5omizk",2020-10-28 19:07:50+00:00,5862,848,749,3963,302
Negative,0.775,1319931178825191429,0.77468395,0.120175615,0.105140455,"il ne leur faut que quelques clics pour appeler à la haine, faire l'apologie du terrorisme, inciter à la violence. il ne vous faut que quelques clics pour agir, signaler, faire condamner. alors ne laissons pas faire ! un réflexe : t.co/z4btp4qgcj",2020-10-24 09:18:10+00:00,33522,3195,12471,16834,1022
Negative,0.797,1317203427928178698,0.79687876,0.16622056,0.036900643,ils ne passeront pas.,2020-10-16 20:39:04+00:00,103104,10617,11662,69542,11283
Negative,0.915,1317200258426826757,0.915394,0.058940277,0.02566557,déclaration après l’attaque terroriste de conflans-sainte-honorine. t.co/krtdv7y8pv,2020-10-16 20:26:28+00:00,11964,2621,1653,7228,462
Negative,0.571,1316491213315493888,0.5705199,0.13490742,0.29457265,c'est dur d'avoir 20 ans en 2020. je sais les efforts que nous demandons aux jeunes. t.co/s3hfcj0n3n,2020-10-14 21:28:59+00:00,10865,1515,972,7804,574
Negative,0.678,1316484125801488385,0.67754257,0.20438187,0.118075565,cette crise touche d'abord les plus précaires. une aide financière sera apportée aux bénéficiaires du rsa et des apl : t.co/84mlk7evru,2020-10-14 21:00:49+00:00,2403,324,508,1425,146
Negative,0.925,1316482376520937472,0.9251927,0.042462528,0.032344505,"la deuxième vague est là. nos services de réanimation sont sous pression. sans mobilisation collective, ils seront rapidement saturés. préserver notre système de santé et nos soignants, protéger les français : tel est le sens des mesures que nous prenons.",2020-10-14 20:53:52+00:00,6838,907,962,4739,230
Negative,0.886,1313878939815694338,0.8861017,0.08709182,0.02680643,en direct | aux côtés des habitants des alpes-maritimes touchés par les intempéries. t.co/bpk0rz3voi,2020-10-07 16:28:44+00:00,1881,312,239,1299,31
Negative,0.944,1313866986607316992,0.9443856,0.029183112,0.026431276,aux côtés des habitants de tende. les dégâts dans le département sont terribles. les témoignages bouleversants. c’est souvent une part de vie qui s’est envolée avec la catastrophe : je mesure la douleur et la tâche devant nous. t.co/lxpo6y8tqs,2020-10-07 15:41:14+00:00,2235,308,169,1733,25
Negative,0.571,1313539703879147522,0.57144654,0.23522785,0.19332561,"pour les aidants, il est souvent difficile de concilier vie personnelle et professionnelle, de trouver un moment de répit, de penser à soi. chacun a un rôle à jouer pour les aider. l'état s'engage avec le congé proche aidant de 3 mois rémunérés. aidons les aidants ! t.co/oqfc5u40wk",2020-10-06 18:00:44+00:00,2481,390,356,1692,43
Negative,0.707,1312006023910248451,0.70716304,0.12075297,0.17208397,"toute association sollicitant une subvention auprès de l’état ou d’une collectivité territoriale devra signer un contrat de respect des valeurs de la république. si le contrat est rompu, ses responsables devront rembourser.",2020-10-02 12:26:26+00:00,7273,817,1137,4933,386
Negative,0.906,1312005484241657857,0.90639484,0.05480889,0.03879626,"chaque mois des préfets ferment des écoles illégales, souvent administrées par des extrémistes religieux. dès la rentrée 2021, l’instruction à l’école sera obligatoire pour tous dès 3 ans, l’instruction à domicile étant strictement limitée, notamment aux impératifs de santé.",2020-10-02 12:24:17+00:00,7967,824,1259,5400,484
Negative,0.861,1311933325595095040,0.8607345,0.069125205,0.07014032,"ni naïveté, ni stigmatisation. je l’ai toujours dit : nous ne tolèrerons jamais ceux qui remettent en cause les lois de la république. t.co/s8cbsqjdce",2020-10-02 07:37:34+00:00,5365,854,888,3387,236
Negative,0.602,1308419978983546880,0.60231894,0.26593664,0.13174433,face au virus : 1. laver ses mains. 2. porter son masque. 3. garder ses distances.,2020-09-22 14:56:46+00:00,42045,4061,3977,30375,3632
Negative,0.901,1308383026154541056,0.90051794,0.051258765,0.048223287,"plus fragiles, nos aînés sont davantage exposés au virus. nous devons collectivement redoubler d'attention.",2020-09-22 12:29:56+00:00,5572,575,647,4225,125
Negative,0.355,1308313228783554565,0.35535583,0.34513977,0.29950434,"le 22 septembre 1792, la convention nationale décrétait l’an i de la république. il fallut 78 ans d’histoire avant qu’elle ne soit définitivement proclamée par gambetta. la république est une conquête de chaque jour, un combat permanent. t.co/yr1zhgo5kt",2020-09-22 07:52:35+00:00,4974,682,467,3699,126
Negative,0.956,1303742154557329413,0.95594656,0.02341521,0.020638134,l’incendie d’un camp à lesbos est un drame supplémentaire pour des milliers de migrants déjà en situation de détresse. la france sera une nouvelle fois au rendez-vous de la solidarité avec la grèce. je verrai demain @kmitsotakis.,2020-09-09 17:08:46+00:00,7378,933,1111,5118,216
Negative,0.381,1303310337270317057,0.3808154,0.25036016,0.36882448,les lycéens issus de milieux populaires veulent réussir. mais tous n’ont pas les mêmes chances que leurs camarades. les « cordées de la réussite » leur permettent de poursuivre dans l'enseignement supérieur. 80 000 étudiants en bénéficient déjà : portons ce nombre à 180 000 ! t.co/8gilmarvmk,2020-09-08 12:32:53+00:00,2342,328,333,1616,65
Negative,0.569,1303295284215193601,0.569302,0.27398312,0.15671484,il n’y aura pas de génération sacrifiée.,2020-09-08 11:33:04+00:00,11133,825,1190,8160,958
Negative,0.742,1303287207088844800,0.7418531,0.12415814,0.13398884,on a longtemps laissé croire que l’apprentissage était synonyme d’échec scolaire : c’est faux ! c’est une filière d’excellence qui forme à des métiers d’avenir ! t.co/5lingftcfc,2020-09-08 11:00:58+00:00,4626,742,315,3429,140
Negative,0.893,1303268026758901761,0.8934942,0.07470445,0.03180138,"combien de jeunes ont vu des portes se fermer parce qu’ils n’avaient pas les « bons codes » ou qu’ils n’étaient pas nés au « bon endroit »  contre les inégalités territoriales, nous agissons. t.co/yd2n7pzah5",2020-09-08 09:44:45+00:00,3833,544,469,2672,148
Negative,0.38,1301868621350735873,0.37980136,0.28197694,0.33822176,"matthew, nora, patricia, catherine, rana, vous devenez citoyens français. à vous, aux côtés de tous les enfants de la république, par-delà la diversité de vos origines, d'endosser les habits de citoyen français en vous hissant au-delà de vous-même. t.co/9kmqnzvoml",2020-09-04 13:04:01+00:00,2112,265,208,1600,39
Negative,0.45,1301840725554929664,0.45028266,0.25366026,0.29605708,"il y a tant de figures, françaises non par héritage mais par les combats menés, qui ont façonné notre histoire : léon gambetta, marie curie, joséphine baker, félix éboué, gisèle halimi et tant d’autres. t.co/kgceka1ddb",2020-09-04 11:13:10+00:00,3247,432,320,2415,80
Negative,0.762,1301816845633290240,0.76164263,0.14694436,0.091412924,"la république, parce qu’elle est indivisible, n’admet aucune aventure séparatiste. t.co/vd8oqkgoo3",2020-09-04 09:38:17+00:00,4381,723,568,2781,309
Negative,0.424,1301814982246641665,0.4243381,0.26343182,0.31223005,"la liberté dans notre république est un bloc. c’est la liberté de conscience et en particulier la laïcité, ce régime unique au monde qui garantit la liberté de croire ou de ne pas croire. mais qui n’est pas séparable d’une liberté d’expression allant jusqu’au droit au blasphème. t.co/aeuc3lysuj",2020-09-04 09:30:52+00:00,2824,494,247,1983,100
Negative,0.635,1300919015129350144,0.63469636,0.18578354,0.17952016,le moment est venu pour les autorités libanaises de tirer les leçons de la tragédie du 4 août et d’en tirer les conséquences. t.co/s11490rewk,2020-09-01 22:10:37+00:00,2827,331,338,2096,62
Negative,0.493,1300913778079551491,0.49283397,0.24924874,0.25791734,"le liban n’est pas seul. dès le lendemain de l’explosion au port de beyrouth, nous avons agi concrètement : t.co/8d4ctpap5f",2020-09-01 21:49:49+00:00,2339,244,131,1938,26
Negative,0.529,1298691458703269900,0.52891773,0.18668273,0.2843994,"le 26 août 1940, félix éboué proclamait le ralliement du tchad au général de gaulle. il fut le premier à planter l'étendard de la france libre en afrique. sans cet enfant de guyane, l'épopée des ffl n'aurait pas été la même. au grand homme, la patrie reconnaissante.",2020-08-26 18:39:06+00:00,5214,578,326,4246,64
Negative,0.454,1297181563210391553,0.4542512,0.16870229,0.37704653,rien ne pourra faire oublier la mémoire de nos 642 martyrs d'oradour-sur-glane.,2020-08-22 14:39:19+00:00,14068,1473,516,11952,127
Negative,0.423,1296556974784548865,0.42308855,0.22999278,0.34691876,"pour le mali, il y a deux choses auxquelles nous veillons : la stabilité et la poursuite de la lutte contre le terrorisme qui est avant tout le fléau des maliennes, des maliens, mais aussi de l'ensemble des sahéliens. t.co/jqgoixorbc",2020-08-20 21:17:26+00:00,2639,325,511,1706,97
Negative,0.545,1296552713048784898,0.54519504,0.17293961,0.28186533,"la situation d’alexeï navalny est préoccupante. nous en avons discuté avec la chancelière. nous sommes prêts à lui apporter toute l’assistance nécessaire, ainsi qu’à ses proches, sur le plan sanitaire, sur le plan de l’asile et de la protection. toute la clarté devra être faite.",2020-08-20 21:00:30+00:00,13328,1576,658,10843,251
Negative,0.727,1296551967620247553,0.72650486,0.11460454,0.15889049,"en libye, nous ne pouvons laisser des puissances étrangères s'ingérer dans le conflit et violer l'embargo sur les armes. notre priorité : obtenir un cessez le feu, puis enclencher une dynamique vers une résolution politique du conflit.",2020-08-20 20:57:32+00:00,4225,402,737,2854,232
Negative,0.813,1293661281715716097,0.81282765,0.15059127,0.036581088,η κατάσταση στην ανατολική μεσόγειο είναι ανησυχητική. οι μονομερείς αποφάσεις της τουρκίας σε θέματα πετρελαικής έρευνας προκαλούν εντάσεις. αυτές πρέπει να σταματήσουν ώστε να ευοδωθεί ένας ήρεμος διάλογος μεταξύ χωρών γειτονικών και συμμάχων στο πλαίσιο του νατο.,2020-08-12 21:30:59+00:00,19626,2406,3509,12634,1077
Negative,0.853,1293639394218385417,0.85268074,0.066486314,0.08083293,la situation en méditerranée orientale est préoccupante. les décisions unilatérales de la turquie en matière d’exploration pétrolière provoquent des tensions. celles-ci doivent cesser pour permettre un dialogue apaisé entre pays voisins et alliés au sein de l'otan.,2020-08-12 20:04:00+00:00,18985,2542,2874,12800,769
Negative,0.943,1292728008600584193,0.94287395,0.034895726,0.022230305,plusieurs de nos compatriotes et des nigériens ont été lâchement assassinés hier au niger au cours d'une attaque meurtrière. je partage la douleur de leurs familles et de leurs proches. certains étaient engagés pour la plus altruiste des missions : aider les populations.,2020-08-10 07:42:29+00:00,10836,1110,500,9104,122
Negative,0.515,1292026358516908032,0.51471007,0.17893967,0.30635014,"lorsque la biodiversité est en péril, il y a urgence d’agir. la france est là. aux côtés du peuple mauricien. vous pouvez compter sur notre soutien cher @pkjugnauth. nous déployons dès à présent des équipes et du matériel depuis la réunion. t.co/uxonhaqwfs",2020-08-08 09:14:23+00:00,13151,2033,859,9785,474
Negative,0.463,1291430662449385474,0.46265674,0.21873257,0.31861067,"il y aura un avant et un après 4 août 2020. si le liban se réveille aujourd’hui meurtri et épuisé, je sais qu’il se relèvera avec tout ce qui fait sa force et a fait sa force dans son histoire. il a les capacités d’un rebond. et je le dis à nouveau : nous serons là. t.co/puicjfiat7",2020-08-06 17:47:18+00:00,19022,2047,853,15828,294
Negative,0.892,1291407117866459136,0.8920968,0.054792482,0.053110644,"les dégâts immenses à beyrouth viennent s'ajouter à une crise que traverse le liban depuis de très nombreuses années. il est urgent d’agir. j’ai souhaité venir écouter, me rendre compte et aider à organiser l’aide internationale. t.co/71wjrrkxcs",2020-08-06 16:13:44+00:00,13597,1392,594,11432,179
Negative,0.524,1291300375803449344,0.5240552,0.40018097,0.07576372,لبنان ليس وحيداً,2020-08-06 09:09:35+00:00,134330,15622,6893,107814,4001
Negative,0.542,1291300045040635904,0.5415549,0.2610241,0.19742104,le liban n’est pas seul.,2020-08-06 09:08:16+00:00,83964,7320,2899,72497,1248
Negative,0.72,1290724452712484864,0.72040796,0.16238461,0.11720745,أعبرُ عن تضامني الاخوي مع اللبنانيين بعد الانفجار الذي تسبب بعدد كبير من الضحايا هذا المسأ في بيروت وخلّف اضرارٍ جسيمة. ان فرنسا تقف الى جانب لبنان دائماً. هناك مساعدات واسعافات فرنسية يتمّ الان نقلها الى لبنان./.,2020-08-04 19:01:04+00:00,103309,13262,3640,83018,3389
Negative,0.506,1290720224040361984,0.5056547,0.12252107,0.37182426,j’exprime ma solidarité fraternelle avec les libanais après l’explosion qui a fait tant de victimes et de dégâts ce soir à beyrouth. la france se tient aux côtés du liban. toujours. des secours et moyens français sont en cours d’acheminement sur place.,2020-08-04 18:44:16+00:00,53947,6826,855,45763,503
Negative,0.814,1286039568773517314,0.81358725,0.13669392,0.04971886,l’été sera difficile pour une partie de notre jeunesse. nous agissons : t.co/lurastsvww,2020-07-22 20:45:01+00:00,2056,260,159,1583,54
Negative,0.707,1286034540713127936,0.70729035,0.20039475,0.09231485,"dans la république, aucun jeune ne doit être sans solution.",2020-07-22 20:25:02+00:00,31715,2462,3228,21843,4182
Negative,0.949,1285353143958675457,0.94943196,0.028222486,0.022345606,des enfants ont perdu la vie ce soir dans un terrible accident routier dans la drôme. je partage la douleur immense des proches des victimes. mes pensées accompagnent aussi les blessés et tous ceux mobilisés à leurs côtés.,2020-07-20 23:17:24+00:00,12502,1088,595,10671,148
Negative,0.815,1283719961907793921,0.81530994,0.13013577,0.054554217,"les 16 et 17 juillet 1942, plus de treize-mille juifs furent arrêtés. par des français, par l'état français. parce qu’ils étaient juifs. plus de huit-mille furent détenus au vel d’hiv avant d’être déportés à auschwitz. n’oublions jamais.",2020-07-16 11:07:43+00:00,46938,6850,1766,37514,808
Negative,0.818,1283064165725286400,0.8183525,0.07955845,0.10208913,nous avons devant nous des mois qui s'annoncent difficiles. je ferai tout pour protéger les françaises et français.,2020-07-14 15:41:49+00:00,11024,884,1172,8287,681
Negative,0.953,1283014431421526016,0.95281696,0.026926367,0.020256625,la critique est normale dans le jeu démocratique. mais la haine et la violence ne doivent jamais être acceptées. elles affaiblissent la démocratie.,2020-07-14 12:24:12+00:00,13348,1803,912,10249,384
Negative,0.503,1282051622370246658,0.5034939,0.18906483,0.3074412,srebrenica 1995. n’oublions jamais le génocide et ses victimes. sachons protéger les civils et agir pour la paix et la sécurité en europe comme dans le monde. t.co/9anibalwdm,2020-07-11 20:38:20+00:00,7171,1080,732,5111,248
Negative,0.568,1280850740450394113,0.5675831,0.18366963,0.24874727,"le 8 juillet 1943, jean moulin, l'homme qui résista dès la première heure, qui unifia la résistance, succombait aux tortures de la gestapo. vingt ans plus tard, devant son cortège héroïque, les portes du panthéon s’ouvraient.",2020-07-08 13:06:28+00:00,12320,1492,763,9911,154
Negative,0.486,1278060826298134530,0.48570192,0.17990868,0.33438945,"nous n'avons qu'un ennemi au sahel : le terrorisme islamiste. à la lumière des échanges avec nos partenaires et des progrès accomplis, la france poursuivra son engagement.",2020-06-30 20:20:20+00:00,6408,604,888,4748,168
Negative,0.611,1276791031409885184,0.61096835,0.21688706,0.17214456,"avec brigitte nous avons recueilli nemo en août 2017. vous aussi, mobilisez-vous contre l’abandon de nos animaux de compagnie et adoptez ! @spa_officiel t.co/s7rtzqfv0o",2020-06-27 08:14:38+00:00,63752,6697,2312,53463,1280
Negative,0.949,1275156163508736002,0.94895923,0.029321766,0.02171902,j’ai partagé avec le président saïed ma forte inquiétude sur la dégradation de la situation en libye et les risques qu’elle fait peser sur l’ensemble de la région. un cessez-le-feu est urgent !,2020-06-22 19:58:15+00:00,9946,794,2166,6690,296
Negative,0.934,1274713112105627650,0.93385935,0.0402057,0.025935136,"nous pensons aux victimes de l’attaque de reading, à leurs familles et à leurs proches, à tout le peuple britannique. la france se tient à chaque instant aux côtés du royaume-uni face au fléau terroriste.",2020-06-21 14:37:43+00:00,9696,920,595,8066,115
Negative,0.564,1274682201817460738,0.56432265,0.26521236,0.17046508,"our thoughts are with the victims of the reading attack, their families and loved ones, and with all the british people. france will always stand with the united kingdom to combat the scourge of terrorism.",2020-06-21 12:34:54+00:00,6676,757,284,5559,76
Negative,0.607,1272264554483982341,0.6070378,0.14368503,0.24927719,l'indépendance de la france pour vivre mieux exige notre unité autour de la république. je nous vois nous diviser pour tout et parfois perdre le sens de notre histoire. nous unir autour du patriotisme républicain est une nécessité. t.co/trb6ckvlf6,2020-06-14 20:28:01+00:00,2897,433,297,2047,120
Negative,0.947,1268795859329785856,0.94712937,0.02798922,0.024881596,"il y a un an, fariba adelkhah était arbitrairement arrêtée en iran. il est inacceptable qu’elle soit toujours emprisonnée. mon message aux autorités iraniennes : la justice commande que notre compatriote soit immédiatement libérée.",2020-06-05 06:44:40+00:00,11379,1371,977,8743,288
Negative,0.657,1266405413035151362,0.6569264,0.15220217,0.19087145,"bâtissons le jour d’après. climat, inégalités, démographie : nos économies sont confrontées à des défis profonds qui nécessitent des actions audacieuses. j’ai installé une commission de 26 économistes qui remettra ses recommandations à la fin de l’année. t.co/hnuexxcmhp",2020-05-29 16:25:53+00:00,4759,558,1231,2747,223
Negative,0.463,1265660263933587456,0.46279913,0.19628854,0.34091246,"ne jamais renoncer. espérer toujours. vouloir et agir. c’est la leçon éternelle des combattants de londres et des fantassins de l’ombre qui, dans l’exil ou la clandestinité, par-delà mille dangers, ont « maintenu la france » et l’esprit de la république. #journéedelarésistance",2020-05-27 15:04:56+00:00,6581,765,791,4869,156
Negative,0.826,1265296786303807488,0.82570577,0.116763696,0.057530444,"en direct | présentation du plan de soutien à la filière automobile française, durement éprouvée par la crise du covid-19. t.co/eodabi71uy",2020-05-26 15:00:36+00:00,1984,437,215,1259,73
Negative,0.725,1265169742702272512,0.7248758,0.085784085,0.18934011,"la crise sanitaire a porté un coup d’arrêt massif et brutal à la filière automobile française. c’est une part de notre économie, ce sont des milliers d’emplois. notre soutien va être massivement amplifié.",2020-05-26 06:35:47+00:00,8613,832,993,6585,203
Negative,0.606,1264233749501358081,0.60589266,0.108927794,0.28517953,"en abolissant l'esclavage il y a 172 ans, victor schœlcher a fait la grandeur de la france. je condamne avec fermeté les actes qui, perpétrés hier en martinique, salissent sa mémoire et celle de la république.",2020-05-23 16:36:28+00:00,24382,2410,2467,17186,2319
Negative,0.85,1263134121393557504,0.8500357,0.09634277,0.05362153,l’épidémie n’est pas derrière nous. ne relâchons pas nos efforts.,2020-05-20 15:46:57+00:00,54439,7364,2529,43418,1128
Negative,0.4,1262437016496680960,0.40009245,0.28884926,0.3110583,la transformation écologique de notre économie ne doit pas être remise en cause par la crise. elle doit être accélérée.,2020-05-18 17:36:54+00:00,8283,1042,752,6195,294
Negative,0.584,1262004447594418179,0.58429104,0.15402764,0.2616814,"au moment même où l'ombre de la résignation et du renoncement s'étendait sur notre pays, l'esprit de résistance se leva. charles de gaulle allait mener les forces libres de notre peuple jusqu’à la libération. t.co/4zamclswch",2020-05-17 12:58:01+00:00,7175,929,1026,5025,195
Negative,0.422,1258080082435989504,0.42240274,0.22153279,0.35606447,"en métropole, à mayotte, à la réunion, en guyane, aux antilles, à saint-pierre-et-miquelon : jusqu'aux territoires les plus reculés, à l'image du second-maître adrien, nos militaires sont mobilisés pour vous protéger. #franceunie t.co/bgvkd5iufq",2020-05-06 17:04:00+00:00,1878,257,240,1354,27
Negative,0.907,1258033604036362241,0.9070024,0.040262066,0.052735656,"il nous faut protéger celles et ceux qui font vivre la culture en france : je m’engage à ce que les droits des artistes et techniciens intermittents soient prolongés d’une année au-delà des 6 mois où leur activité aura été impossible ou très dégradée, soit jusqu’à fin août 2021.",2020-05-06 13:59:18+00:00,7317,888,706,5549,174
Negative,0.845,1257756020945936387,0.8449859,0.10189253,0.05312151,"alors que la france est confinée, ces enfants sont accueillis à l’école pendant que leurs parents prennent soin des personnes touchées par le virus. #franceunie t.co/latcesn0li",2020-05-05 19:36:18+00:00,4533,531,401,3518,83
Negative,0.624,1257674831895638023,0.6238826,0.2622647,0.11385263,la règle est simple : nous ne mettrons jamais un enseignant en situation de danger. t.co/uw5zk4lfxy,2020-05-05 14:13:41+00:00,4141,521,596,2850,174
Negative,0.938,1257383037106565120,0.9383104,0.040265884,0.021423599,"face au covid-19, le chacun pour soi serait une erreur majeure. le jour où un vaccin sera mis au point il devra être accessible à tous. t.co/k8kzkgjfnq",2020-05-04 18:54:11+00:00,6532,879,979,4448,226
Negative,0.536,1257294636013490177,0.5359258,0.36197147,0.10210262,mobilisation mondiale contre le virus : t.co/g917fr5dbi,2020-05-04 13:02:55+00:00,1722,330,236,1117,39
Negative,0.892,1254334915006644226,0.89153516,0.058631595,0.04983324,"75 ans après, nous n'oublions pas. ils étaient juifs, tsiganes, résistants, opposants, homosexuels, handicapés... continuons à transmettre la mémoire des déportés. érigeons la tolérance comme rempart face à l'obscurantisme.",2020-04-26 09:02:02+00:00,32315,4131,1679,25989,516
Negative,0.61,1254125893758464001,0.6098154,0.22537437,0.1648102,"#confinementjour40 il est normal de se sentir anxieux, angoissé. nous sommes là pour vous aider. si vous avez besoin de soutien psychologique n'hésitez pas à en parler à vos proches, à un professionnel ou à appeler le 0 800 130 000. #franceunie",2020-04-25 19:11:28+00:00,19726,2101,3072,13568,985
Negative,0.722,1250157030612008961,0.72190744,0.19996117,0.07813139,"aucun enfant n'a à subir des violences. quelles qu'elles soient, où que ce soit. appelez le 119. #franceunie t.co/ript4lifns",2020-04-14 20:20:37+00:00,3700,655,371,2601,73
Negative,0.474,1249780282158395394,0.47443575,0.21860205,0.3069623,"quand pourrons-nous renouer avec la vie d'avant  en toute humilité, nous n'avons pas de réponse définitive à cela. nous travaillons activement pour trouver un vaccin et un traitement. aucune piste n'est négligée.",2020-04-13 19:23:33+00:00,11330,1543,779,8771,237
Negative,0.793,1249769950505566215,0.7925531,0.08728066,0.1201662,à tous les travailleurs et chefs d’entreprise : je sais votre angoisse dans cette période. les mesures pour vous protéger vont être prolongées et renforcées. t.co/b35mmfkjms,2020-04-13 18:42:30+00:00,3943,680,396,2747,120
Negative,0.917,1249765943493963776,0.9166253,0.046756484,0.03661813,"tous ceux qui ont une maladie chronique ou souffrent d’autres maladies doivent pouvoir continuer à consulter leur médecin. car il n’y a pas que le covid-19 qui tue. l’extrême solitude, le renoncement à d'autres soins peuvent être aussi dangereux.",2020-04-13 18:26:35+00:00,7833,1266,396,5958,213
Negative,0.362,1249764129805602817,0.36165538,0.27702546,0.36131915,"chacun d’entre vous – que vous soyez soignant, travailleur mobilisé ou confiné – a permis à ce que l’épidémie commence à marquer le pas. t.co/90ddxmpikc",2020-04-13 18:19:22+00:00,3439,551,286,2505,97
Negative,0.375,1247594700388937729,0.37451863,0.3677826,0.25769874,protéger les femmes et les hommes les plus fragiles face au covid-19. #franceunie t.co/ilyml6vgtk,2020-04-07 18:38:50+00:00,1960,294,246,1392,28
