Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Negative,0.566,1582761086088282112,0.5656393,0.27259436,0.16176638,"🔴 mathilde panot: ""la nupes a décidé de déposer une motion de censure"" contre le gouvernement t.co/9fvkofaxua",2022-10-19 15:50:23+00:00,1006,159,194,619,34
Negative,0.621,1582761213263376384,0.6208032,0.29583973,0.08335702,🔴 en direct la nupes annonce le dépôt d'une motion de censure après l'annonce du 49.3 pour le budget t.co/jt9azyum3x t.co/siq1vpju3l,2022-10-19 15:50:54+00:00,1345,189,120,1013,23
Negative,0.97,1582761675950018560,0.9703482,0.018964326,0.010687555,"andré chassaigne sur le 49.3: ""c'est une honte pour notre démocratie de se comporter de cette façon"" t.co/txrqb1nryn",2022-10-19 15:52:44+00:00,1826,400,82,1309,35
Negative,0.939,1582762053835448321,0.939076,0.043187372,0.0177366,"cyrielle chatelain (groupe écologiste): ""l'utilisation du 49.3 est un aveu de faiblesse"" t.co/4xbsfby9fn",2022-10-19 15:54:14+00:00,151,35,12,101,3
Positive,0.671,1582762106499178499,0.07418775,0.2546193,0.6711931,une deuxième greffe d'utérus réalisée avec succès en france t.co/lf6qccv8zu t.co/c2duqhcgce,2022-10-19 15:54:27+00:00,41,5,8,28,0
Negative,0.864,1582762440315445248,0.8635602,0.108729795,0.027710056,"boris vallaud (groupe socialiste): ""avec le 49.3, c'est le gouvernement qui refuse de voter le budget de l'assemblée nationale"" t.co/omfmikm9ku",2022-10-19 15:55:46+00:00,154,25,33,91,5
Negative,0.753,1582762472192512000,0.7525922,0.1935812,0.0538265,nord: le responsable d'un centre équestre en garde à vue pour agressions sexuelles t.co/bot5rlnj8h t.co/dofak5ljym,2022-10-19 15:55:54+00:00,15,3,5,4,3
Negative,0.944,1582763130832068608,0.94383454,0.04120213,0.014963266,"🔴 en direct après avoir annoncé une motion de censure, boris vallaud regrette ""la méthode du gouvernement"" t.co/m7fylqz60u t.co/958illqeod",2022-10-19 15:58:31+00:00,39,1,5,32,1
Negative,0.947,1582763524488540162,0.94725966,0.036109272,0.016631179,"🔴 en direct 49.3: les communistes dénoncent ""une honte pour notre démocratie"" t.co/3n0zhnpnyc t.co/gbjv1kmmdc",2022-10-19 16:00:05+00:00,33,4,9,20,0
Negative,0.478,1582763602171539459,0.47793075,0.32876432,0.193305,"🔴 jean-philippe tanguy (rn): ""nous allons déposer d'ici demain une motion de censure"" contre le gouvernement t.co/xlguzr758n",2022-10-19 16:00:23+00:00,310,65,29,206,10
Negative,0.872,1582763679841329153,0.8724465,0.08933812,0.03821539,"🔴 en direct recours au 49.3: les écologistes à l'assemblée y voient ""un aveu de faiblesse"" t.co/1e3s2hh6m8 t.co/gyhdvghwrn",2022-10-19 16:00:42+00:00,23,3,9,10,1
Negative,0.782,1582764295066382337,0.7819567,0.1683376,0.04970554,"🔴 en direct motion de censure du rn : le groupe de marine le pen ""veut prendre son temps"" t.co/bxhrjaej4a t.co/1mt9p4yx3v",2022-10-19 16:03:08+00:00,26,2,11,10,3
Positive,0.397,1582764325264949249,0.2477472,0.35571477,0.39653805,"jean-philippe tanguy (rn) sur le budget 2023: ""la nupes a pris des positions toujours plus extrêmes dans ce débat parlementaire"" t.co/wocepbnisa",2022-10-19 16:03:16+00:00,30,6,6,16,2
Negative,0.773,1582764367174664201,0.772705,0.13462515,0.09266993,"crise énergétique: l'europe appelle les etats membres à être ""prêts"" à arrêter le minage de cryptos t.co/atizxlkuwq t.co/mq4m7hyenu",2022-10-19 16:03:26+00:00,32,6,8,18,0
Negative,0.95,1582766384072622082,0.9498298,0.032726396,0.017443635,"🔴 en direct ""une impasse"": dans sa motion de censure, la nupes dénonce ""la fragilité"" et ""le mépris"" du gouvernement t.co/f5nvbyyeqr t.co/kgslhtw7x3",2022-10-19 16:11:26+00:00,75,8,22,44,1
Negative,0.913,1582769179740246016,0.913083,0.06462256,0.022294227,"🔴 en direct meurtre de lola: marion maréchal fustige ceux qui ""pensent avoir le monopole de la décence"" t.co/gdyh7pwkng t.co/6vxnuw4mmk",2022-10-19 16:22:33+00:00,1154,185,134,819,16
Negative,0.828,1582770191389556741,0.8280376,0.11783042,0.054131918,"🔴 en direct marion maréchal estime que le rn a cédé au ""terrorisme intellectuel"" en annulant sa participation au rassemblement pour lola t.co/18o46fxdds t.co/lpzrprhv4b",2022-10-19 16:26:34+00:00,1357,313,99,924,21
Negative,0.917,1582771139159674881,0.9174615,0.05854368,0.023994638,"💬 ""je pense qu'ils ont tort"": marion maréchal sur le refus des dirigeants du rn de se rendre au rassemblement en hommage à lola t.co/fotwvk5zar",2022-10-19 16:30:20+00:00,347,86,43,208,10
Neutral,0.651,1582771173816795146,0.07233561,0.6512792,0.27638522,"🎧 ""tu veux que je te raconte l'histoire de “l'ours qui mange le gâteau d'anniversaire” "" ▶️ le nouvel épisode du podcast ""les dents et dodo"" est dispo sur notre site et sur toutes les plateformes de streaming audio 🦷 🔊 t.co/3aphn9e6dw t.co/gmafrczyex",2022-10-19 16:30:28+00:00,7,1,3,3,0
Neutral,0.513,1582771759174094849,0.29507437,0.51266074,0.19226485,vrai ou faux: il ne faut pas choisir un écran trop grand pour son salon t.co/k28fulfdgp t.co/myswmhydcc,2022-10-19 16:32:48+00:00,39,3,14,20,2
Negative,0.452,1582772681820508162,0.45218837,0.41504496,0.13276662,🔴 en direct marine le pen annonce qu'elle va déposer une motion de censure contre le gouvernement t.co/02aokms2r2 t.co/calxpvzw67,2022-10-19 16:36:28+00:00,487,65,55,362,5
Negative,0.415,1582773942506311680,0.41496587,0.38510674,0.19992742,"🔴""le titre à la une"" avec @celinekallmann 🎧 ""serguei sourovikine: le “général armageddon” nommé par poutine"" 🎙 nommé il y a dix jours par poutine, il est l’homme aux commandes de la guerre en ukraine 🔊 t.co/go4u7ft1r5 t.co/kh1s4nxrgl",2022-10-19 16:41:29+00:00,10,0,5,3,2
Negative,0.363,1582774984480415746,0.36337394,0.3468043,0.28982186,"franck riester (@franckriester) sur le projet de loi de finances: ""on ne sous-estime pas l'importance du travail parlementaire"" t.co/tga6v3e0tp",2022-10-19 16:45:37+00:00,65,16,11,35,3
Neutral,0.548,1582775231537508352,0.17465715,0.54759276,0.27775016,une candidate se présente pour la première fois sans maquillage au concours miss angleterre t.co/gimatpr04y t.co/3g7oc7am4i,2022-10-19 16:46:36+00:00,482,14,56,406,6
Neutral,0.548,1582775840592760832,0.33750802,0.5477587,0.11473325,ukraine: ce que va changer la loi martiale décidée par vladimir poutine dans les zones annexées t.co/2xhjcazpdg t.co/eetusxryev,2022-10-19 16:49:01+00:00,48,11,14,23,0
Positive,0.707,1582777567425462275,0.02687921,0.26640025,0.7067206,"bruno le maire (@brunolemaire) sur le carburant: ""nous faisons le maximum pour garantir un départ en vacances dans les meilleures conditions possibles"" t.co/cp6vpqcddz",2022-10-19 16:55:53+00:00,70,13,11,45,1
Positive,0.609,1582777868035055625,0.19748324,0.19373506,0.6087817,"grève dans le carburant: pour bruno le maire (@brunolemaire), ""il est sage de respecter l'accord conclu par la majorité"" t.co/8tpoisekru",2022-10-19 16:57:04+00:00,36,5,8,21,2
Neutral,0.45,1582778266716233738,0.11696342,0.449986,0.43305048,"🔴 en direct carburants: bruno le maire assure que le gouvernement fait le ""maximum"" pour les vacances de la toussaint t.co/461mcqsg6y t.co/9t0dkt4okk",2022-10-19 16:58:40+00:00,20,1,11,7,1
Neutral,0.466,1582778621823188992,0.35483298,0.46643472,0.17873229,"bruno le maire (@brunolemaire) sur l'énergie: ""un autre 'quoi qu'il en coûte' n'est pas possible"" t.co/z1psheum6c",2022-10-19 17:00:04+00:00,39,9,14,15,1
Negative,0.46,1582779192046850048,0.45969573,0.37430876,0.16599552,"🔴 en direct bruno le maire assure que ""l'on ne peut pas faire n'importe quoi avec les dépenses publiques"" t.co/461mcqsg6y t.co/atdx7c7crb",2022-10-19 17:02:20+00:00,109,5,71,26,7
Neutral,0.498,1582779332606689281,0.10274985,0.49759912,0.39965096,"bruno le maire (@brunolemaire) sur le budget 2023: ""nous prenons nos responsabilités"" t.co/5vlb9t8yjm",2022-10-19 17:02:54+00:00,44,9,10,24,1
Negative,0.748,1582779376126644224,0.74755955,0.18283737,0.06960311,"crise de l'énergie: ""quand les prix s'emballent, les etats doivent intervenir"", insiste bruno le maire t.co/iix2u9lxqa t.co/af3ext3ec0",2022-10-19 17:03:04+00:00,19,3,7,7,2
Neutral,0.502,1582779752590368769,0.2954271,0.50200087,0.20257214,"🔴 en direct malgré le 49.3, bruno le maire estime que ""le débat a eu lieu"" sur le budget t.co/4zxhdv6vjp t.co/msbxwc3cku",2022-10-19 17:04:34+00:00,25,3,15,4,3
Negative,0.477,1582779868655554563,0.4768395,0.36036283,0.16279775,"🔴 en direct bruno le maire assure que ""l'on ne peut pas faire n'importe quoi avec les dépenses publiques"" t.co/4lkncy2mxq t.co/y2nwmgfy6b",2022-10-19 17:05:01+00:00,1032,51,706,160,115
Neutral,0.422,1582780265641873409,0.3535541,0.4220574,0.2243885,"bruno le maire (@brunolemaire) sur la taxation des super-dividendes: ""depuis 2017, nous n'avons augmenté aucun impôt"" t.co/h2dzfp5wul",2022-10-19 17:06:36+00:00,47,2,24,16,5
Negative,0.927,1582781070725943302,0.92660075,0.061179217,0.012220141,marseille: huit caméras de vidéosurveillance de la ville incendiées t.co/ofctebhykn t.co/wtuw0qkryj,2022-10-19 17:09:48+00:00,26,6,8,12,0
Negative,0.96,1582781225768390669,0.9602294,0.024495713,0.015274914,"pour bruno le maire (@brunolemaire), le rassemblement organisé après le meurtre de lola est ""déplacé, brutal et indigne"" t.co/r6xtyanvhq",2022-10-19 17:10:25+00:00,1293,82,885,232,94
Negative,0.456,1582781552093978624,0.4557021,0.35494083,0.18935706,le sénat s'oppose à l'inscription du droit à l'ivg dans la constitution t.co/kc0oabkcav t.co/pebqgcj5un,2022-10-19 17:11:43+00:00,204,38,31,84,51
Neutral,0.533,1582782385476997120,0.1844391,0.53285223,0.2827087,⚡⚠ la bbc a secrètement préparé des messages à diffuser en cas de coupure de courant généralisée t.co/o1lpjrcliz,2022-10-19 17:15:02+00:00,143,27,20,89,7
Positive,0.461,1582785131768594434,0.18079643,0.357841,0.46136245,"bruno le maire: ""nous faisons le maximum"" pour que les français puissent partir en vacances t.co/uhplv7iuhl t.co/2q5wvb9omj",2022-10-19 17:25:56+00:00,128,7,93,16,12
Neutral,0.691,1582785725304516608,0.12461602,0.6906985,0.1846855,"🎧 ""rassemblement à la mémoire de lola, y a-t-il une récupération politique"" ▶️ @marionmarechal est ""face à duhamel"" retrouvez le podcast sur notre site et les plateformes de streaming audio 🔊 t.co/dhivcurk62 t.co/5qdlpxvdms",2022-10-19 17:28:18+00:00,9,2,4,3,0
Negative,0.834,1582786056487067648,0.8341117,0.13464484,0.031243548,israël ne fournira pas d'armes à l'ukraine t.co/xqtnwfpsvg t.co/o8j44ukwjj,2022-10-19 17:29:37+00:00,116,12,26,69,9
Neutral,0.674,1582786306966319104,0.10466211,0.674455,0.22088297,vidéo49.3 pour le budget 2023: l'interview de bruno le maire sur bfmtv en intégralité ➡t.co/q7xpaolgw2 t.co/yolw8v4j0d,2022-10-19 17:30:36+00:00,21,5,11,5,0
Negative,0.586,1582789465491111937,0.585916,0.27926585,0.13481821,"🔴 nouveau podcast du service reportage 🎧 ""enquêter sur la mort de lola"" 🎙 nos reporters @vvantighem, @melanievecchio et @m_tesson racontent comment, depuis 5 jours, ils enquêtent sur la mort de lola 12 ans, sauvagement assassinée 🔊 t.co/wvj8ewtxxg t.co/lyrwgesf3i",2022-10-19 17:43:10+00:00,10,2,3,4,1
Negative,0.656,1582791186229633026,0.65581423,0.306189,0.037996806,"🎧 ""le rassemblement national ne participera pas à la marche blanche pour lola"" ▶️ écoutez le podcast ""bfm story"" sur notre site et les plateformes de streaming audio 🔊 t.co/wm99oexkvr t.co/mby5gve995",2022-10-19 17:50:00+00:00,8,1,2,5,0
Negative,0.697,1582792828064698368,0.69704026,0.20439494,0.098564744,nouvelles secousses pour liz truss avec la démission de sa ministre de l'intérieur t.co/zhvxdjh5ja t.co/c1qynmrxpy,2022-10-19 17:56:31+00:00,31,6,6,17,2
Negative,0.957,1582793563431403520,0.9571573,0.027351595,0.015491087,"coupures d'énergie, frappes ciblées... comment la russie veut faire de l'hiver un enfer pour les ukrainiens t.co/yerwkwgzqy t.co/bn2svtuihw",2022-10-19 17:59:27+00:00,15,2,5,7,1
Neutral,0.459,1582793708281397249,0.19857247,0.45915487,0.3422726,"🎧 ""grève chez total, ça sent la fin"" ▶️ écoutez le podcast ""bfm story"" sur notre site et les plateformes de streaming audio 🔊 t.co/ztmejonugq t.co/tmrdbe8okl",2022-10-19 18:00:01+00:00,13,2,5,5,1
Negative,0.877,1582795398447771648,0.87729955,0.10822703,0.014473354,"🔴 en direct ukraine: pour biden, poutine se retrouve dans une ""situation incroyablement difficile"" t.co/wgt0wurram t.co/t1syp2njm6",2022-10-19 18:06:44+00:00,65,5,29,30,1
Neutral,0.691,1582796030223040524,0.20502225,0.69066584,0.10431193,budget: d'où viennent et quels sont les amendements de l'opposition retenus par le gouvernement t.co/cubozhns7g t.co/uhymxfwhcg,2022-10-19 18:09:15+00:00,13,5,1,6,1
Negative,0.607,1582797314405507072,0.60731876,0.21715742,0.17552377,"""nous prenons nos responsabilités"": sur le 49.3, bruno le maire rejette les critiques de l'opposition t.co/pablgjqku5 t.co/aguxwmxtam",2022-10-19 18:14:21+00:00,33,6,8,15,4
Neutral,0.42,1582797477861728256,0.19993155,0.4202863,0.37978223,"🎧 ""guerre en ukraine, bernard-henri lévy (@bhl) ""absolument convaincu"" de la victoire des ukrainiens"" ▶️ écoutez le podcast ""bfm story"" sur notre site et les plateformes de streaming audio 🔊 t.co/2fq4hgjxs0 t.co/dgvmtxilxi",2022-10-19 18:15:00+00:00,59,10,25,22,2
Neutral,0.576,1582797477526355983,0.07395746,0.57645565,0.34958702,"🎧 ""grèves, retraites : l'exécutif à la hauteur"" ▶️ écoutez le podcast ""bfm story"" sur notre site et les plateformes de streaming audio 🔊 t.co/cdnbgh0iyv t.co/idqnslhoqs",2022-10-19 18:15:00+00:00,7,2,1,4,0
Negative,0.726,1582797878535155712,0.7255379,0.21244763,0.062014464,"24h sur bfmtvle débat sur la marche pour lola, la galère dans les stations-service et le salaire du patron de total t.co/ojdjpukf0m",2022-10-19 18:16:35+00:00,13,3,2,7,1
Negative,0.824,1582798360490016772,0.82394385,0.12982266,0.046233527,"🔴 en direct jean-luc mélenchon fustige le recours au 49.3 par le ""monarque présidentiel"" t.co/uih4pqeekr t.co/p5f2h34lay",2022-10-19 18:18:30+00:00,524,31,231,233,29
Negative,0.722,1582799289486823424,0.7217788,0.22769336,0.05052788,guerre en ukraine: les habitants de kherson évacués vers la russie t.co/ztfrqfqh0p,2022-10-19 18:22:12+00:00,72,14,19,36,3
Neutral,0.455,1582800061460893696,0.18434624,0.45541003,0.36024365,etats-unis: biden appelle à une hausse de la production de pétrole t.co/xmw0pb24no t.co/xbgyu5hjsu,2022-10-19 18:25:16+00:00,27,7,5,13,2
Negative,0.928,1582801144258392064,0.92825526,0.0586623,0.013082609,femme tuée à nantes : un homme de 21 ans mis en examen pour homicide volontaire en état d'ivresse t.co/ghwkl9vcmh t.co/1pweq3ftha,2022-10-19 18:29:34+00:00,23,5,11,7,0
Neutral,0.642,1582801254438166528,0.05000653,0.64189905,0.3080944,"🎧 ""49.3, premier passage en force pour borne"" ▶️ écoutez le podcast ""bfm story"" sur notre site et les plateformes de streaming audio 🔊 t.co/7gzorwdisc t.co/qtwzrgupdl",2022-10-19 18:30:00+00:00,12,2,7,3,0
Negative,0.962,1582802403924926466,0.9620469,0.022321729,0.01563135,"neumann se fâche""l'idée que l'article 49.3 serait un déni de démocratie est totalement fausse"" t.co/fgsziangkc",2022-10-19 18:34:34+00:00,2961,677,518,1556,210
Negative,0.934,1582803356526837760,0.93361914,0.045825835,0.02055496,"""ça aurait pu être mon fils"": la colère du père de famille qui a échappé à une balle perdue de chasseur t.co/nb1rqn2f5y t.co/yn1ztfmfvg",2022-10-19 18:38:21+00:00,58,15,14,27,2
Negative,0.7,1582804841184694274,0.7000895,0.2192087,0.08070175,paris: un riche pdg mis en examen pour trois viols lors d'une même soirée t.co/vuoerhcpk2 t.co/wqhtdjgo3j,2022-10-19 18:44:15+00:00,553,168,87,259,39
Negative,0.782,1582805443469983744,0.7823736,0.18489872,0.03272762,"epidémie d'ebola en ouganda: jusqu'à 44 morts, selon le chef de l'oms t.co/xrjkbum5lk t.co/xo30quzj7j",2022-10-19 18:46:39+00:00,14,3,3,7,1
Positive,0.489,1582806823090147329,0.12783009,0.38269386,0.48947603,"ukraine: le vice-président de la douma assure que ""la situation va changer"" après l'arrivée des jeunes mobilisés t.co/l7lf82mq5h",2022-10-19 18:52:08+00:00,35,9,16,9,1
Negative,0.896,1582807208995459073,0.8963595,0.0885751,0.015065538,meurtre de lola: comment s'organise l'aide psychologique pour les forces de l'ordre t.co/wosf1n44ic t.co/nmbvapjrd0,2022-10-19 18:53:40+00:00,10,1,2,7,0
Negative,0.569,1582807706196287489,0.5689131,0.2846668,0.1464202,"piotr tolstoï, vice-président de la douma: ""on est loin de la guerre nucléaire"" t.co/4hi6cfhgwp",2022-10-19 18:55:38+00:00,49,8,20,17,4
Neutral,0.396,1582808423678152705,0.37638652,0.39635196,0.22726151,"piotr tolstoï, vice-président de la douma: ""kiev est toujours une cible de l'armée russe"" t.co/i6apqzkanl",2022-10-19 18:58:30+00:00,42,7,16,15,4
Neutral,0.402,1582808802151333888,0.3919654,0.40162867,0.20640586,"🔴""le titre à la une"" avec @celinekallmann 🎧 ""serguei sourovikine: le “général armageddon” nommé par poutine"" 🎙 nommé il y a dix jours par poutine, il est l’homme aux commandes de la guerre en ukraine 🔊 t.co/apshpjakhm t.co/acgtlulpnw",2022-10-19 19:00:00+00:00,5,1,2,2,0
Negative,0.587,1582808808937725952,0.5872867,0.28418016,0.12853311,"🔴 nouveau podcast du service reportage 🎧 ""enquêter sur la mort de lola"" 🎙 nos reporters @vvantighem, @melanievecchio et @m_tesson racontent comment, depuis 5 jours, ils enquêtent sur la mort de lola 12 ans, sauvagement assassinée 🔊 t.co/wvj8exbywg t.co/ewmj6ayb8t",2022-10-19 19:00:01+00:00,13,4,2,7,0
Negative,0.937,1582809261859835905,0.9368545,0.04441504,0.018730318,dîner coûteux de laurent wauquiez: la justice rejette une requête du groupe socialiste t.co/ncappojrjq t.co/oq9pp0lo1a,2022-10-19 19:01:49+00:00,22,4,6,10,2
Negative,0.759,1582810045297098755,0.75924456,0.19038719,0.05036826,tentative d'enlèvement dans un uber: une proche de la victime témoigne t.co/w9ns9u4gsi,2022-10-19 19:04:56+00:00,26,9,2,14,1
Neutral,0.436,1582810249635205120,0.24160108,0.43608922,0.32230973,"🔴 en direct ukraine: la situation va changer"" après l'arrivée des mobilisés, promet le vice-président du parlement russe t.co/n1cqov1qt0 t.co/bco1z4zqna",2022-10-19 19:05:45+00:00,37,2,17,16,2
Neutral,0.629,1582810395156221952,0.2716973,0.6293557,0.09894696,“coupable ou non coupable”: l’affaire des bébés congelés étudiée par des experts t.co/pdm3alwly4 t.co/o32j1u73fm,2022-10-19 19:06:20+00:00,16,5,3,6,2
Negative,0.892,1582811355920232448,0.8924642,0.08641114,0.021124624,un homme condamné pour avoir tué un dj qui l'avait accueilli chez lui à sa sortie de prison t.co/ldxorppdca t.co/t32n2mrcun,2022-10-19 19:10:09+00:00,20,3,6,9,2
Negative,0.934,1582812614840569856,0.9340864,0.04910843,0.016805114,7 bébés assassinés: le procès hors norme d'une infirmière au royaume-uni t.co/uzmm9sdd9d t.co/ohlipsouuj,2022-10-19 19:15:09+00:00,24,6,6,10,2
Negative,0.947,1582813920988798976,0.9468222,0.03768766,0.015490147,"paris: deux ukrainiennes disent avoir été virées d'un restaurant à cause de leur nationalité, le gérant dément t.co/uutq26z6xo t.co/3qoli1jwvu",2022-10-19 19:20:20+00:00,183,18,82,78,5
Negative,0.705,1582816533348483073,0.7046851,0.2385572,0.056757767,sainte-foy-lès-lyon: un point de deal démantelé et 45.000 euros saisis après six mois d'enquête t.co/fmgg89ntgl t.co/afrhepmf8k,2022-10-19 19:30:43+00:00,32,5,7,20,0
Negative,0.948,1582822654457020418,0.94819766,0.040454373,0.011348062,calvados: 109 emplois menacés sur le site normand du groupe sidel à lisieux t.co/wz3nwbdtjr t.co/kv27sohi64,2022-10-19 19:55:02+00:00,14,3,4,6,1
Negative,0.821,1582823095584587776,0.8207561,0.15183505,0.027408924,"🔴 alerte info carburants: la grève suspendue dans deux autres sites de totalenergies, selon la cgt t.co/75c9qtguij t.co/3irl1cbxna",2022-10-19 19:56:48+00:00,257,66,36,150,5
Neutral,0.495,1582826904326877184,0.29029834,0.49492937,0.21477222,90 secondesla bbc a secrètement préparé des messages à diffuser en cas de coupure de courant généralisée t.co/ywubx1vidq,2022-10-19 20:11:56+00:00,111,39,11,51,10
Negative,0.671,1582827075760578560,0.6705219,0.21096672,0.11851142,des écoliers mis à l'abri après des tirs de chasseurs près d'un établissement d'amiens t.co/q5sahnvrji t.co/ckabmudflc,2022-10-19 20:12:37+00:00,80,23,12,35,10
Negative,0.88,1582827868022657025,0.88036454,0.0911454,0.028490009,gironde: un gendarme grièvement blessé après un refus d'obtempérer t.co/9ayeflzdqm t.co/xwfzmvwkzt,2022-10-19 20:15:45+00:00,48,10,14,19,5
Negative,0.945,1582828385403023360,0.9446683,0.040435623,0.014896176,"paris: deux ukrainiennes disent avoir été virées d'un restaurant à cause de leur nationalité, le gérant dément t.co/uutq26i3vo t.co/fxgruhv9tm",2022-10-19 20:17:49+00:00,101,4,51,41,5
Negative,0.905,1582832840223338497,0.9051893,0.06580091,0.02900976,"dès 50 ans, dormir moins de cinq heures pas nuit dégrade fortement la santé t.co/hysyjhbsum t.co/wdjv8bmtg2",2022-10-19 20:35:31+00:00,47,9,8,24,6
Negative,0.911,1582832879427801088,0.9113102,0.07228448,0.016405463,🔴 grève dans les raffineries: le mouvement est suspendu dans le site pétrolier de mardyck t.co/2z81pdevpe,2022-10-19 20:35:40+00:00,37,7,8,21,1
Neutral,0.836,1582834452820262912,0.090839125,0.8358924,0.07326842,résultat du loto: le tirage du mercredi 19 octobre 2022 t.co/urfjavst4i t.co/9gwiwpkglf,2022-10-19 20:41:55+00:00,6,2,1,3,0
Positive,0.56,1582840414880825344,0.061701875,0.3778557,0.56044245,"espace: le télescope james webb transmet des images grandioses des ""piliers de la création"" t.co/aofhtl2er8 t.co/9e2ssdzggk",2022-10-19 21:05:37+00:00,130,28,7,94,1
Neutral,0.608,1582840872776761344,0.18656024,0.60841984,0.20501988,"affaire lola: pour bryan masson (@massonbryan), ""la manifestation de demain prend une autre tournure"" t.co/krw4dr1npg",2022-10-19 21:07:26+00:00,53,12,5,34,2
Negative,0.509,1582841260888293377,0.50885993,0.4235193,0.06762068,covid-19: vers un plateau dans les contaminations de la 8e vague t.co/rtmnwkvqcj t.co/0jxbl2clsz,2022-10-19 21:08:59+00:00,49,5,29,14,1
Negative,0.91,1582841324587208704,0.90968,0.07640138,0.013918697,jean-christophe lagarde quitte ses fonctions de président de l'udi t.co/vywq07ngfv t.co/l87edgbiff,2022-10-19 21:09:14+00:00,62,6,21,30,5
Negative,0.891,1582843906244628480,0.89096665,0.08490344,0.024129828,grippe aviaire: les éleveurs appelés à confiner leurs volailles dans l'ouest de la france t.co/ypdvss2w4v t.co/ttwtgacdoe,2022-10-19 21:19:29+00:00,23,8,5,10,0
Negative,0.64,1582844391583932417,0.6397954,0.22935574,0.1308489,"""les parents de lola ne souhaitent aucune récupération politique"", affirme le maire de fouquereuil t.co/3xqgc1nyql",2022-10-19 21:21:25+00:00,87,7,34,45,1
Positive,0.485,1582848843434979328,0.14984584,0.36557686,0.48457727,ballon d'or 2022: une fresque en l'honneur de karim benzema inaugurée au sc bron terraillon t.co/hqt8bxxvpv t.co/ceaq9rtxqo,2022-10-19 21:39:06+00:00,32,5,1,26,0
Negative,0.836,1582848906643529728,0.8355313,0.11540719,0.04906149,"💬 ""la grande sœur de la suspecte a refusé de lui prêter main forte"" ➡ ronan folgoas, journaliste au parisien, a rencontré le chauffeur de vtc qui a conduit la principale suspecte du meurtre de lola t.co/maur53kpan",2022-10-19 21:39:21+00:00,18,3,4,11,0
Negative,0.748,1582852455628689408,0.7481242,0.16442226,0.08745356,"""nous n'avons pas de temps à perdre"": l'activiste qui a jeté de la soupe sur un van gogh se justifie t.co/9ecroz0ew7 t.co/dikibfhw1x",2022-10-19 21:53:28+00:00,36,4,18,11,3
Negative,0.868,1582853935789842432,0.8679197,0.09356158,0.038518775,"meurtre de lola: le député rn bryan masson fustige une marche qui ""prend une autre tournure"" t.co/hhuatuhhah t.co/3mt26r5u9y",2022-10-19 21:59:20+00:00,20,3,8,9,0
Negative,0.867,1582854461663256577,0.8669779,0.11176614,0.021256,"nicole catala, ancienne députée de paris et ministre, est morte à l'âge de 86 ans t.co/oncqoehwgg t.co/exkqldh32i",2022-10-19 22:01:26+00:00,28,6,5,17,0
Negative,0.931,1582858509627990016,0.9310011,0.052797444,0.016201397,des députés québécois refusent de prêter serment au roi charles iii t.co/gm2fd1kbvq t.co/4nuw8xqvdl,2022-10-19 22:17:31+00:00,336,49,35,244,8
Negative,0.515,1582867214146772993,0.5146293,0.2667503,0.2186204,"carburant: la grève levée dans trois sites de totalenergies, la situation s'améliore dans les stations-service t.co/varevbdwc4 t.co/yzp0vtrpap",2022-10-19 22:52:06+00:00,31,7,2,21,1
Negative,0.803,1582875606324113409,0.8029799,0.13827978,0.05874034,"""ne pas ajouter du chaos au chaos"": lr ne compte pas voter une motion de censure de la nupes ou du rn t.co/zfc0axfwyn t.co/5a8ffmo2yu",2022-10-19 23:25:27+00:00,83,7,43,24,9
Neutral,0.394,1582878654325215233,0.34614173,0.39361548,0.2602427,"présidentielle au brésil: à 11 jours du second tour, bolsonaro réduit son écart face à lula t.co/sdshpyrg3r t.co/piw924puvb",2022-10-19 23:37:34+00:00,23,8,1,14,0
Negative,0.725,1582882457602269184,0.724983,0.19016327,0.08485372,"drones iraniens en ukraine: moscou et téhéran nient, l'union européenne prépare des sanctions t.co/ngmjqlbuuq t.co/z10snkjqmo",2022-10-19 23:52:41+00:00,40,7,7,26,0
Negative,0.747,1582885374833352704,0.74666756,0.19854474,0.054787796,"rachat de twitter: elon musk estime qu'il va ""payer trop cher"" t.co/uj27myfr8w t.co/tmh7c0pdji",2022-10-20 00:04:16+00:00,40,6,6,26,2
Neutral,0.638,1582898783670542337,0.061962545,0.6375721,0.30046538,énergie: emmanuel macron rencontre les premiers ministres espagnol et portugais ce jeudi à bruxelles t.co/utarn4njr1 t.co/lw8hgaorzw,2022-10-20 00:57:33+00:00,31,7,10,14,0
Negative,0.919,1582909047103070209,0.9185887,0.062077012,0.019334381,"guerre en ukraine: kiev accuse moscou de préparer une ""déportation massive"" des habitants des régions occupées t.co/plrrwtsgui t.co/lk9rcjonah",2022-10-20 01:38:20+00:00,22,10,4,8,0
Negative,0.829,1582915246057934850,0.8294366,0.12889236,0.04167094,"""nous n'avons aucun point commun avec eux"": les écologistes ne voteront pas la motion de censure du rn t.co/gzbmrpllwd t.co/ducprtpe4s",2022-10-20 02:02:58+00:00,621,37,419,100,65
Negative,0.825,1582928999675998209,0.82513285,0.12457601,0.050291065,l'ukraine limite sa consommation d'énergie face aux destructions de ses infrastructures t.co/pkrma0zghg t.co/oygdmvhp7m,2022-10-20 02:57:37+00:00,30,5,10,13,2
